Protein_ID,Protein_Name,Gene_Symbol,Tissue,Tissue_Compartment,Species,Abundance_Young,Abundance_Old,Abundance_Young_transformed,Abundance_Old_transformed,Zscore_Young,Zscore_Old,Zscore_Delta,Method,Study_ID,Canonical_Gene_Symbol,Matrisome_Category,Matrisome_Division,Match_Level,Match_Confidence
A0A024QZ42,"HCG1985580, isoform CRA_c OS=Homo sapiens GN=PDCD6 PE=1 SV=1",PDCD6,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,730.9782900751511,458.77863184058305,9.515657049670123,8.84479560830152,-1.1828590804703594,-1.6098642597378003,-0.42700517926744097,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
A0A024R216,"Hepatoma-derived growth factor, related protein 3, isoform CRA_a OS=Homo sapiens GN=HDGFRP3 PE=1 SV=1",HDGFRP3,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,13786.031738391432,11422.19905217379,13.751024266622847,13.479679111721133,0.15782212703481538,-0.024840187038429738,-0.18266231407324512,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
A0A024R4E5,"High density lipoprotein binding protein (Vigilin), isoform CRA_a OS=Homo sapiens GN=HDLBP PE=1 SV=1",HDLBP,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,8983.40546259456,11746.849992002732,13.133207322115068,13.52010912870624,-0.037744284270552535,-0.011014046611435306,0.02673023765911723,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
A0A024R4M0,40S ribosomal protein S9 OS=Homo sapiens GN=RPS9 PE=1 SV=1,RPS9,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,911.2369423451206,1191.4724613994504,9.833264785161063,10.219740234111997,-1.082322172920383,-1.13966466811261,-0.057342495192227005,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
A0A024R571,EH domain-containing protein 1 OS=Homo sapiens GN=EHD1 PE=1 SV=1,EHD1,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,15631.629245738848,6620.815938486846,13.932272824603753,12.693011194472387,0.21519531880902112,-0.2938626090992186,-0.5090579279082397,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
A0A024R6I7,Alpha-1-antitrypsin OS=Homo sapiens GN=SERPINA1 PE=1 SV=1,SERPINA1,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,32890.233963063285,11244.756686309209,15.005415513566414,13.457093117664538,0.5548924837455151,-0.03256408004655707,-0.5874565637920722,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,SERPINA1,ECM Regulators,Matrisome-associated,exact_gene,100
A0A024RAC6,"Transcription elongation factor B (SIII), polypeptide 3 (110kDa, elongin A), isoform CRA_a OS=Homo sapiens GN=TCEB3 PE=1 SV=1",TCEB3,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,42722.50583799257,43330.34060181053,15.382742417201314,15.403123251508063,0.6743331515498514,0.632933684042793,-0.04139946750705836,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
A0A075B715,Meiotic recombination protein REC8 homolog (Fragment) OS=Homo sapiens GN=REC8 PE=1 SV=1,REC8,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,21565.75068449627,22895.023412165832,14.39652121138008,14.482809431944972,0.36215048370577996,0.31820742234297617,-0.04394306136280379,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
A0A075B7A0,60S ribosomal protein L18 OS=Homo sapiens GN=RPL18 PE=1 SV=1,RPL18,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,29.339529613858733,1354.483828334892,4.923126813003159,10.404592185797705,-2.6365981939417615,-1.0764495316175637,1.5601486623241978,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
A0A075B7B8,Protein IGHV3OR16-12 (Fragment) OS=Homo sapiens GN=IGHV3OR16-12 PE=1 SV=1,IGHV3OR16-12,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,767.7992993786247,2595.289210751142,9.586463211131647,11.342235384361398,-1.1604457960526406,-0.7557970189428046,0.40464877710983604,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
A0A075B7C0,Calpain small subunit 1 (Fragment) OS=Homo sapiens GN=CAPNS1 PE=1 SV=1,CAPNS1,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,1041.752768839153,965.490848552788,10.026181427706979,9.916612261776661,-1.0212555158803378,-1.2433274965106849,-0.22207198063034705,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
A0A075B7D9,TATA-binding protein-associated factor 2N OS=Homo sapiens GN=TAF15 PE=1 SV=1,TAF15,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,3550.0308111374766,7218.763765209787,11.79402216287014,12.817735916741833,-0.46165566772345495,-0.2512096088432339,0.21044605888022105,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
A0A087WSY9,"Thioredoxin reductase 1, cytoplasmic OS=Homo sapiens GN=TXNRD1 PE=1 SV=2",TXNRD1,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,24179.419478532232,10752.148819368684,14.56155165202519,13.392471562238253,0.41438992342982517,-0.054663172912724774,-0.46905309634254994,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
A0A087WSZ2,Alpha-actinin-3 OS=Homo sapiens GN=ACTN3 PE=1 SV=1,ACTN3,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,17561.744676957693,52390.986787967035,14.10023070405879,15.677058551898066,0.2683614225028109,0.726613286811652,0.45825186430884113,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
A0A087WT12,Glutathione peroxidase OS=Homo sapiens GN=GPX4 PE=1 SV=1,GPX4,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,5301.91935734292,13100.944637487764,12.372571093927833,13.677493337163094,-0.27851932091824866,0.04280775039442249,0.32132707131267113,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
A0A087WT59,Transthyretin OS=Homo sapiens GN=TTR PE=1 SV=1,TTR,Kidney_Tubulointerstitial,Tubulointerstitial,Homo sapiens,51224.833604373365,30266.279285557433,15.644583936133168,14.885471377224148,0.757217583003972,0.45590859130581335,-0.30130899169815867,Label-free LC-MS/MS (Progenesis + Mascot),Randles_2021,,,,unmatched,0
