Study_ID,Tissue,Protein,Compartment_A,Compartment_B,Delta_A,Delta_B,Product,Divergence,Pattern
Schuler_2021,Skeletal_muscle_EDL,1300017J02Rik,EDL,Gastrocnemius,0.2332445540528849,0.0804723328963596,0.018769733400006698,0.1527722211565253,No_change
Schuler_2021,Skeletal_muscle_EDL,Ace,EDL,Gastrocnemius,-0.381012593939351,-0.1692111238502424,0.06447156922157364,0.2118014700891086,No_change
Schuler_2021,Skeletal_muscle_EDL,Ache,EDL,Gastrocnemius,0.2688156840857161,-0.1917114511718207,-0.05153504489381834,0.4605271352575368,No_change
Schuler_2021,Skeletal_muscle_EDL,Adck1,EDL,Gastrocnemius,-0.1094904300757928,-0.2533283252892933,0.02773702728630506,0.1438378952135005,No_change
Schuler_2021,Skeletal_muscle_EDL,Adipoq,EDL,Gastrocnemius,-0.2879626554985114,-0.1658911526693559,0.047770456846376694,0.12207150282915552,No_change
Schuler_2021,Skeletal_muscle_EDL,Afm,EDL,Gastrocnemius,0.1666138112169912,-0.0196518039918747,-0.0032742619603755253,0.1862656152088659,No_change
Schuler_2021,Skeletal_muscle_EDL,Ago2,EDL,Gastrocnemius,0.0582816476318465,-0.0496400685296011,-0.002893104982462924,0.1079217161614476,No_change
Schuler_2021,Skeletal_muscle_EDL,Ahsg,EDL,Gastrocnemius,-0.1187094362768734,-0.0091383142169492,0.0010848041292149772,0.1095711220599242,No_change
Schuler_2021,Skeletal_muscle_EDL,Akr1b3,EDL,Gastrocnemius,0.4052224973284333,0.1193575392139295,0.048366360115244915,0.2858649581145038,No_change
Schuler_2021,Skeletal_muscle_EDL,Alad,EDL,Gastrocnemius,0.2658212518188394,0.1044747262471171,0.027771602514439227,0.16134652557172233,No_change
Schuler_2021,Skeletal_muscle_EDL,Alb,EDL,Gastrocnemius,0.0930681246686391,0.0342494188976992,0.0031875291877995135,0.0588187057709399,No_change
Schuler_2021,Skeletal_muscle_EDL,Aldoa,EDL,Gastrocnemius,0.0666867390181407,-0.055265928125815,-0.0036855045255215473,0.12195266714395571,No_change
Schuler_2021,Skeletal_muscle_EDL,Alpl,EDL,Gastrocnemius,0.6954536539405375,0.0352000906097116,0.02448003163356193,0.6602535633308259,Mixed
Schuler_2021,Skeletal_muscle_EDL,Amy1,EDL,Gastrocnemius,1.0957608837599917,1.1434020779526506,1.2528952714304074,0.04764119419265889,Both_UP (synergistic)
Schuler_2021,Skeletal_muscle_EDL,Anpep,EDL,Gastrocnemius,-0.2736370941812208,-0.0826273085189815,0.022609896603149326,0.1910097856622393,No_change
Schuler_2021,Skeletal_muscle_EDL,Anxa1,EDL,Gastrocnemius,-0.4971287402814961,-0.053018339040113,0.026356940098828642,0.4441104012413831,No_change
Schuler_2021,Skeletal_muscle_EDL,Anxa2,EDL,Gastrocnemius,-0.3773984385079884,-0.4266128788647958,0.16100303433097155,0.04921444035680744,No_change
Schuler_2021,Skeletal_muscle_EDL,Anxa5,EDL,Gastrocnemius,-0.1876053554975469,-0.0558595392406153,0.010479548717164803,0.1317458162569316,No_change
Schuler_2021,Skeletal_muscle_EDL,Aoc3,EDL,Gastrocnemius,-0.354539019662373,0.1203846417648779,-0.042681052873725776,0.4749236614272509,No_change
Schuler_2021,Skeletal_muscle_EDL,Apoa1,EDL,Gastrocnemius,-0.3165938081932592,-0.463515087513374,0.14674600671089089,0.14692127932011478,No_change
Schuler_2021,Skeletal_muscle_EDL,Apoa2,EDL,Gastrocnemius,-0.3841659683661598,-0.4161160556865593,0.15985762748553392,0.0319500873203995,No_change
Schuler_2021,Skeletal_muscle_EDL,Apoa4,EDL,Gastrocnemius,-0.3046027763475607,-0.1202722843839592,0.03663527174101735,0.18433049196360152,No_change
Schuler_2021,Skeletal_muscle_EDL,Apod,EDL,Gastrocnemius,0.5102228667651112,0.893485921943638,0.4558769485083513,0.38326305517852677,Both_UP (synergistic)
Schuler_2021,Skeletal_muscle_EDL,Apoe,EDL,Gastrocnemius,-0.1925013074279227,-0.1844362901960151,0.03550422699988867,0.008065017231907612,No_change
Schuler_2021,Skeletal_muscle_EDL,Apoh,EDL,Gastrocnemius,0.1647688324317139,0.0230047583136616,0.0037904671677157853,0.14176407411805228,No_change
Schuler_2021,Skeletal_muscle_EDL,Apoo,EDL,Gastrocnemius,0.4656844526272116,-0.1196380557673164,-0.05571358251338655,0.5853225083945279,No_change
Schuler_2021,Skeletal_muscle_EDL,Aqp1,EDL,Gastrocnemius,0.2761591338101541,-0.1452521649338076,-0.04011271205216995,0.4214112987439617,No_change
Schuler_2021,Skeletal_muscle_EDL,Arhgdia,EDL,Gastrocnemius,-0.210250503913419,0.0270979758301709,-0.005697363073327081,0.2373484797435899,No_change
Schuler_2021,Skeletal_muscle_EDL,Aspn,EDL,Gastrocnemius,1.3380693965324342,0.9235535187929428,1.235778699556679,0.4145158777394914,Both_UP (synergistic)
Schuler_2021,Skeletal_muscle_EDL,Azgp1,EDL,Gastrocnemius,0.0624472555945395,0.1222651610935716,0.007635123765117813,0.059817905499032105,No_change
Schuler_2021,Skeletal_muscle_EDL,B2m,EDL,Gastrocnemius,-0.0263246441379297,0.1279245800136026,-0.0033675690453522024,0.1542492241515323,No_change
Schuler_2021,Skeletal_muscle_EDL,Bag6,EDL,Gastrocnemius,0.0316088079720716,-0.1524192603003897,-0.004817791130080214,0.1840280682724613,No_change
Schuler_2021,Skeletal_muscle_EDL,Bgn,EDL,Gastrocnemius,0.6201191792507286,-0.0255876504637451,-0.015867392804532136,0.6457068297144737,Mixed
Schuler_2021,Skeletal_muscle_EDL,C3,EDL,Gastrocnemius,-0.4526327701430964,-0.358177511020794,0.1621228790163014,0.0944552591223024,No_change
Schuler_2021,Skeletal_muscle_EDL,C4b,EDL,Gastrocnemius,0.2989260419204628,0.1516162221738558,0.045322037185364226,0.14730981974660698,No_change
Schuler_2021,Skeletal_muscle_EDL,Calr,EDL,Gastrocnemius,-0.377539058202865,-0.0692740431469125,0.02615365700758998,0.3082650150559525,No_change
Schuler_2021,Skeletal_muscle_EDL,Calu,EDL,Gastrocnemius,-0.0898881107938216,0.1581898206781551,-0.014219384127572777,0.2480779314719767,No_change
Schuler_2021,Skeletal_muscle_EDL,Cap1,EDL,Gastrocnemius,-0.2919152069658135,-0.15915013750425,0.04645834532819082,0.13276506946156352,No_change
Schuler_2021,Skeletal_muscle_EDL,Car2,EDL,Gastrocnemius,-0.100879713365977,-0.192277612353077,0.019396910420872843,0.0913978989871,No_change
Schuler_2021,Skeletal_muscle_EDL,Cat,EDL,Gastrocnemius,-0.05467922815179,-0.1201239716095134,0.006568286050135728,0.06544474345772339,No_change
Schuler_2021,Skeletal_muscle_EDL,Ccdc134,EDL,Gastrocnemius,0.2284763825553769,0.3512928530349088,0.08026212027897361,0.12281647047953193,No_change
Schuler_2021,Skeletal_muscle_EDL,Ccs,EDL,Gastrocnemius,-0.0446611238054923,-0.1087870550222633,0.004858552132784204,0.06412593121677099,No_change
Schuler_2021,Skeletal_muscle_EDL,Cd151,EDL,Gastrocnemius,0.1008563605631337,-0.0750649522428701,-0.007570777889061318,0.17592131280600382,No_change
Schuler_2021,Skeletal_muscle_EDL,Cd163,EDL,Gastrocnemius,-0.1268156275375642,-0.0624861382025937,0.007924218828560885,0.0643294893349705,No_change
Schuler_2021,Skeletal_muscle_EDL,Cdh13,EDL,Gastrocnemius,-0.068814602413541,-0.2135575928157745,0.0146958808420104,0.14474299040223348,No_change
Schuler_2021,Skeletal_muscle_EDL,Cdnf,EDL,Gastrocnemius,0.2677796951729345,0.658917035247716,0.17644460284288713,0.39113734007478157,Mixed
Schuler_2021,Skeletal_muscle_EDL,Ces1c,EDL,Gastrocnemius,0.2944995566723613,0.294298355718299,0.08667073528844393,0.0002012009540622861,No_change
Schuler_2021,Skeletal_muscle_EDL,Ces1d,EDL,Gastrocnemius,0.6479094980753622,0.7608923559298172,0.4929893844198677,0.11298285785445494,Both_UP (synergistic)
Schuler_2021,Skeletal_muscle_EDL,Cfb,EDL,Gastrocnemius,0.1852841493467138,0.1299332904832696,0.024074579199012073,0.05535085886344421,No_change
Schuler_2021,Skeletal_muscle_EDL,Cfh,EDL,Gastrocnemius,0.0963866282570554,-0.0216000935484087,-0.0020819601871680904,0.1179867218054641,No_change
Schuler_2021,Skeletal_muscle_EDL,Cfi,EDL,Gastrocnemius,0.2617780054301387,0.1046463205822082,0.02739410507761333,0.1571316848479305,No_change
Schuler_2021,Skeletal_muscle_EDL,Cfl1,EDL,Gastrocnemius,-0.3721616328885457,-0.1752299431706208,0.0652138617813453,0.1969316897179249,No_change
Schuler_2021,Skeletal_muscle_EDL,Ckm,EDL,Gastrocnemius,0.0560197074445095,-0.0323690514630997,-0.0018133047932191175,0.0883887589076092,No_change
Schuler_2021,Skeletal_muscle_EDL,Clic1,EDL,Gastrocnemius,-0.4983559071761513,-0.2228268522768768,0.11104707810964919,0.2755290548992745,No_change
